date,city,max_temperature_C,min_temperature_C,avg_temperature_C,avg_day_length_hours,avg_night_length_hours,avg_sunrise_time,avg_sunset_time,avg_AQI,AQI_category,PM2_5,PM10,avg_visibility_morning_km,avg_visibility_afternoon_km,avg_visibility_night_km,cloud_cover_%,uv_radiation_index,humidity_%,wind_speed_km_h,wind_direction,rainfall_mm,season,weather_condition,year,month,day,day_of_week
01-02-2023,Guwahati,33.1,20.84,26.97,10.81,13.19,06:35,17:24,69,Low,65.15,101.3,13.28,14.28,12.28,31.6,4.2,64.53,18.83,SW,0.71,Winter,Clear,2023,2,1,Wednesday
09-02-2023,Guwahati,26.52,20.67,23.59,10.98,13.02,06:30,17:29,94,Low,98.8,185.62,12.65,13.65,11.65,60.46,4.81,60.3,10.31,SE,12.49,Winter,Clear,2023,2,9,Thursday
14-02-2023,Guwahati,34.97,19.35,27.16,11.09,12.91,06:27,17:32,26,Low,32.2,54.14,14.35,15.35,13.35,13.2,4.44,41.26,6.11,SW,2.43,Winter,Clear,2023,2,14,Tuesday
20-02-2023,Guwahati,27.03,15.93,21.48,11.23,12.77,06:23,17:36,34,Low,35.69,58.31,14.15,15.15,13.15,62.56,1.88,65.02,8.97,NW,19.29,Winter,Clear,2023,2,20,Monday
01-03-2023,Guwahati,25.76,22.78,24.27,11.45,12.55,06:16,17:43,31,Low,36.28,64.52,14.22,15.22,13.22,55.41,10.35,69.63,13.58,S,4.87,Summer,Clear,2023,3,1,Wednesday
05-03-2023,Guwahati,33.71,21.45,27.58,11.56,12.44,06:13,17:46,112,Moderate,115.16,188.93,12.2,13.2,11.2,62.78,10.92,45.72,12.41,E,13.8,Summer,Clear,2023,3,5,Sunday
09-03-2023,Guwahati,28.91,19.72,24.31,11.66,12.34,06:10,17:49,86,Low,106.75,194.57,12.85,13.85,11.85,56.71,8.31,30.69,12.08,E,10.84,Summer,Clear,2023,3,9,Thursday
12-03-2023,Guwahati,32.99,15.46,24.23,11.74,12.26,06:07,17:52,38,Low,44.27,75.21,14.05,15.05,13.05,59.52,10.54,69.93,19.06,N,6.76,Summer,Clear,2023,3,12,Sunday
18-03-2023,Guwahati,28.41,17.97,23.19,11.89,12.11,06:03,17:56,51,Low,51.07,97.79,13.72,14.72,12.72,40.4,9.11,45.08,18.33,NW,4.72,Summer,Clear,2023,3,18,Saturday
19-03-2023,Guwahati,28.81,24.09,26.45,11.92,12.08,06:02,17:57,75,Low,69.72,130.6,13.12,14.12,12.12,22.34,8.91,32.28,11.47,NW,18.15,Summer,Clear,2023,3,19,Sunday
22-03-2023,Guwahati,31.41,24.45,27.93,12,12,06:00,18:00,34,Low,40.12,69.24,14.15,15.15,13.15,38.72,7.42,68.58,16.78,W,17.88,Summer,Clear,2023,3,22,Wednesday
23-03-2023,Guwahati,31.97,18.55,25.26,12.03,11.97,05:59,18:00,106,Moderate,109.87,218.41,12.35,13.35,11.35,45.07,8.76,41.9,9.53,SW,11.31,Summer,Clear,2023,3,23,Thursday
29-03-2023,Guwahati,25.67,17.53,21.6,12.18,11.82,05:54,18:05,46,Low,47.81,84.67,13.85,14.85,12.85,35.27,10.34,45.53,12.14,E,12.17,Summer,Clear,2023,3,29,Wednesday
31-03-2023,Guwahati,34.88,19.4,27.14,12.24,11.76,05:52,18:07,88,Low,88.46,134.92,12.8,13.8,11.8,69.84,8.13,67.7,13.63,E,17.03,Summer,Clear,2023,3,31,Friday
01-04-2023,Guwahati,29.51,20.64,25.07,12.26,11.74,05:52,18:07,47,Low,44.17,85.16,13.82,14.82,12.82,18.45,9.74,41.22,9.68,N,8.99,Summer,Clear,2023,4,1,Saturday
03-04-2023,Guwahati,34.1,21.71,27.9,12.32,11.68,05:50,18:09,71,Low,88.11,156.81,13.22,14.22,12.22,69.64,9.15,55.12,15.65,S,18.64,Summer,Clear,2023,4,3,Monday
09-04-2023,Guwahati,25.56,21.32,23.44,12.47,11.53,05:45,18:14,101,Moderate,98.82,186.69,12.47,13.47,11.47,69.71,7.3,69.02,19.05,SE,4.53,Summer,Clear,2023,4,9,Sunday
15-04-2023,Guwahati,27.89,21.89,24.89,12.62,11.38,05:41,18:18,50,Low,60.43,119.89,13.75,14.75,12.75,29.56,9.58,47.12,6.97,NE,9.95,Summer,Clear,2023,4,15,Saturday
19-04-2023,Guwahati,32.17,24.81,28.49,12.72,11.28,05:38,18:21,92,Low,102.41,197.65,12.7,13.7,11.7,12.74,10.78,50.68,7.16,NW,6.5,Summer,Clear,2023,4,19,Wednesday
02-05-2023,Guwahati,34.03,15.84,24.93,13.02,10.98,05:29,18:30,84,Low,104.04,163.96,12.9,13.9,11.9,52.87,9.22,41.21,6.63,NE,14.39,Summer,Clear,2023,5,2,Tuesday
03-05-2023,Guwahati,34.32,19.52,26.92,13.04,10.96,05:28,18:31,94,Low,96.1,168.22,12.65,13.65,11.65,42.55,8.76,38.01,10.85,S,6.06,Summer,Clear,2023,5,3,Wednesday
06-05-2023,Guwahati,31.73,21.91,26.82,13.11,10.89,05:26,18:33,31,Low,34.13,56.98,14.22,15.22,13.22,13.1,10.98,39.44,16.05,SW,1.94,Summer,Clear,2023,5,6,Saturday
07-05-2023,Guwahati,25.87,15.2,20.54,13.13,10.87,05:26,18:33,98,Low,94.74,162.91,12.55,13.55,11.55,21.23,10.13,53.97,19.34,N,18.47,Summer,Clear,2023,5,7,Sunday
08-05-2023,Guwahati,30.8,21.82,26.31,13.15,10.85,05:25,18:34,61,Low,60.37,102.08,13.47,14.47,12.47,57.39,7.69,55.16,8.18,NE,18.56,Summer,Clear,2023,5,8,Monday
09-05-2023,Guwahati,30.32,16.77,23.54,13.17,10.83,05:24,18:35,90,Low,87.15,143.43,12.75,13.75,11.75,20.85,9.59,48.55,19.89,SW,16.16,Summer,Clear,2023,5,9,Tuesday
15-05-2023,Guwahati,31.23,15.36,23.29,13.28,10.72,05:21,18:38,27,Low,31.56,52.39,14.32,15.32,13.32,25.52,8.3,63.79,8.54,E,16.26,Summer,Clear,2023,5,15,Monday
30-05-2023,Guwahati,34.08,20.03,27.06,13.51,10.49,05:14,18:45,88,Low,89.05,152.08,12.8,13.8,11.8,48.07,9.36,43.59,9.4,SE,7.72,Summer,Clear,2023,5,30,Tuesday
03-06-2023,Guwahati,26.49,18.69,22.59,13.55,10.45,05:13,18:46,72,Low,67.37,122.23,13.2,14.2,12.2,67.75,3.51,72.31,11.45,NE,55.43,Monsoon,Rainy,2023,6,3,Saturday
07-06-2023,Guwahati,32.29,17.42,24.86,13.58,10.42,05:12,18:47,89,Low,83.5,162.16,12.78,13.78,11.78,96.24,1.3,88.2,7.96,W,193.82,Monsoon,Storm,2023,6,7,Wednesday
12-06-2023,Guwahati,25.06,22.07,23.57,13.61,10.39,05:11,18:48,113,Moderate,114.37,182.25,12.18,13.18,11.18,85.87,3.51,92.83,10.17,SE,161.97,Monsoon,Storm,2023,6,12,Monday
14-06-2023,Guwahati,28.5,20.43,24.46,13.62,10.38,05:11,18:48,65,Low,64.52,96.82,13.38,14.38,12.38,73.8,2.17,87.41,10.4,SE,162.76,Monsoon,Storm,2023,6,14,Wednesday
16-06-2023,Guwahati,25.16,20.62,22.89,13.63,10.37,05:11,18:48,42,Low,41.14,63.35,13.95,14.95,12.95,80.61,3.55,93.77,5.87,S,51.43,Monsoon,Rainy,2023,6,16,Friday
19-06-2023,Guwahati,30.84,18.49,24.66,13.64,10.36,05:10,18:49,93,Low,105.91,178,12.68,13.68,11.68,60.67,2.95,76.24,14.82,W,178.63,Monsoon,Storm,2023,6,19,Monday
21-06-2023,Guwahati,27.54,19.32,23.43,13.64,10.36,05:10,18:49,36,Low,35.1,62.98,14.1,15.1,13.1,63.53,2.01,77.61,7.32,W,112,Monsoon,Rainy,2023,6,21,Wednesday
26-06-2023,Guwahati,29.82,20.29,25.05,13.63,10.37,05:11,18:48,113,Moderate,115.4,177.33,12.18,13.18,11.18,94.93,1.22,80.49,5.61,E,128.97,Monsoon,Rainy,2023,6,26,Monday
27-06-2023,Guwahati,31.72,18.45,25.09,13.63,10.37,05:11,18:48,28,Low,31.58,51.34,14.3,15.3,13.3,76.52,2.05,70.18,11.89,NW,142.53,Monsoon,Rainy,2023,6,27,Tuesday
06-07-2023,Guwahati,34.74,15.46,25.1,13.58,10.42,05:12,18:47,120,Moderate,115.59,207.01,12,13,11,95.17,3.29,78.62,8.58,SW,114.56,Monsoon,Rainy,2023,7,6,Thursday
08-07-2023,Guwahati,26.99,19.96,23.48,13.56,10.44,05:13,18:46,110,Moderate,111.02,184.43,12.25,13.25,11.25,82.56,1.81,88.36,19.51,NE,156.22,Monsoon,Storm,2023,7,8,Saturday
09-07-2023,Guwahati,31.11,22.29,26.7,13.55,10.45,05:13,18:46,53,Low,61.05,112.02,13.68,14.68,12.68,80.86,2.65,86.44,9.04,SE,86.76,Monsoon,Rainy,2023,7,9,Sunday
11-07-2023,Guwahati,30.99,19.44,25.21,13.53,10.47,05:14,18:45,84,Low,83.73,137.77,12.9,13.9,11.9,72.02,2.58,72.8,15.43,N,170.89,Monsoon,Storm,2023,7,11,Tuesday
15-07-2023,Guwahati,32.04,21.83,26.93,13.49,10.51,05:15,18:44,57,Low,65.35,110.93,13.57,14.57,12.57,63.73,5.69,85.78,17.4,SW,73.53,Monsoon,Rainy,2023,7,15,Saturday
19-07-2023,Guwahati,33.58,24.07,28.82,13.43,10.57,05:16,18:43,56,Low,66.77,128.43,13.6,14.6,12.6,62.99,5.94,88.55,15.12,SE,53.25,Monsoon,Rainy,2023,7,19,Wednesday
23-07-2023,Guwahati,32.53,17.46,25,13.37,10.63,05:18,18:41,95,Low,90.65,137.93,12.62,13.62,11.62,68.98,1.34,85.92,12.22,E,75.44,Monsoon,Rainy,2023,7,23,Sunday
25-07-2023,Guwahati,26.69,22.29,24.49,13.34,10.66,05:19,18:40,49,Low,51.38,85.87,13.78,14.78,12.78,92.62,1.14,76.34,6.23,E,92.75,Monsoon,Rainy,2023,7,25,Tuesday
31-07-2023,Guwahati,28.28,19.24,23.76,13.24,10.76,05:22,18:37,81,Low,78.84,132.94,12.97,13.97,11.97,75.29,2.54,77.95,19.49,SE,55.9,Monsoon,Rainy,2023,7,31,Monday
06-08-2023,Guwahati,30.1,24.87,27.49,13.12,10.88,05:26,18:33,48,Low,57.2,86.69,13.8,14.8,12.8,63.88,3.16,74.49,10.07,N,109.27,Monsoon,Rainy,2023,8,6,Sunday
09-08-2023,Guwahati,26.23,17.96,22.09,13.05,10.95,05:28,18:31,111,Moderate,109.78,181.25,12.22,13.22,11.22,69.56,2.85,77.82,13.88,NW,141.81,Monsoon,Rainy,2023,8,9,Wednesday
12-08-2023,Guwahati,28.51,17.15,22.83,12.99,11.01,05:30,18:29,37,Low,40.48,78.53,14.07,15.07,13.07,94.9,2.24,79.71,12.21,SW,143.78,Monsoon,Rainy,2023,8,12,Saturday
17-08-2023,Guwahati,34.25,22.2,28.22,12.88,11.12,05:33,18:26,41,Low,40.04,63.62,13.97,14.97,12.97,82.18,2.5,81.36,11.59,SW,175.38,Monsoon,Storm,2023,8,17,Thursday
24-08-2023,Guwahati,31.8,16.08,23.94,12.71,11.29,05:38,18:21,115,Moderate,116.52,218.47,12.12,13.12,11.12,76.37,2.58,69.83,14.51,NW,97.45,Monsoon,Rainy,2023,8,24,Thursday
25-08-2023,Guwahati,28.83,21.13,24.98,12.68,11.32,05:39,18:20,96,Low,103.24,156.21,12.6,13.6,11.6,86.06,2.15,81.38,19.88,SE,163.78,Monsoon,Storm,2023,8,25,Friday
30-08-2023,Guwahati,25.55,19.91,22.73,12.56,11.44,05:43,18:16,34,Low,38.23,60.4,14.15,15.15,13.15,97.87,1.61,93.91,14.6,SW,73.33,Monsoon,Rainy,2023,8,30,Wednesday
31-08-2023,Guwahati,30.34,23.16,26.75,12.53,11.47,05:43,18:16,88,Low,86.47,129.72,12.8,13.8,11.8,96.12,3.33,80.29,12.86,E,162.03,Monsoon,Storm,2023,8,31,Thursday
02-09-2023,Guwahati,31.08,24.97,28.02,12.48,11.52,05:45,18:14,48,Low,56.89,94.58,13.8,14.8,12.8,64.23,5.91,87.33,15.96,S,184.38,Monsoon,Storm,2023,9,2,Saturday
10-09-2023,Guwahati,33.51,15.48,24.49,12.28,11.72,05:51,18:08,72,Low,75.45,139.52,13.2,14.2,12.2,74.97,3.15,89.54,7.44,E,150,Monsoon,Rainy,2023,9,10,Sunday
17-09-2023,Guwahati,27.71,15.43,21.57,12.09,11.91,05:57,18:02,65,Low,62.8,106.13,13.38,14.38,12.38,86.08,0.76,78.1,7.7,NW,147.97,Monsoon,Rainy,2023,9,17,Sunday
28-09-2023,Guwahati,31.27,21.41,26.34,11.8,12.2,06:05,17:54,101,Moderate,99.67,169.59,12.47,13.47,11.47,68.61,3.76,93.9,14.03,NW,152.6,Monsoon,Storm,2023,9,28,Thursday
29-09-2023,Guwahati,34.99,17.01,26,11.78,12.22,06:06,17:53,73,Low,77.09,128.98,13.18,14.18,12.18,82.9,1.61,66.43,7.73,E,84.82,Monsoon,Rainy,2023,9,29,Friday
30-09-2023,Guwahati,28.24,15.49,21.87,11.75,12.25,06:07,17:52,120,Moderate,115.54,206.88,12,13,11,79.33,2.32,92.1,12.38,E,113.47,Monsoon,Rainy,2023,9,30,Saturday
06-10-2023,Guwahati,32.33,20.67,26.5,11.59,12.41,06:12,17:47,53,Low,54.44,85.63,13.68,14.68,12.68,75.82,2.14,67.88,17.4,NE,123.38,Monsoon,Rainy,2023,10,6,Friday
07-10-2023,Guwahati,25.76,18.48,22.12,11.57,12.43,06:12,17:47,92,Low,104.04,189.79,12.7,13.7,11.7,79.93,3.53,79.8,19.21,NE,176.8,Monsoon,Storm,2023,10,7,Saturday
12-10-2023,Guwahati,28.59,16.41,22.5,11.44,12.56,06:16,17:43,47,Low,59.31,89.87,13.82,14.82,12.82,94.85,2.13,93.23,13.48,NE,109.33,Monsoon,Rainy,2023,10,12,Thursday
14-10-2023,Guwahati,25.06,17.16,21.11,11.39,12.61,06:18,17:41,27,Low,32.23,60.5,14.32,15.32,13.32,69.18,1.79,84.3,14.41,SE,180.36,Monsoon,Storm,2023,10,14,Saturday
15-10-2023,Guwahati,34.01,22.18,28.1,11.37,12.63,06:19,17:40,54,Low,61.37,110.08,13.65,14.65,12.65,84.58,1.87,87.47,14.27,NW,199.87,Monsoon,Storm,2023,10,15,Sunday
21-10-2023,Guwahati,28.42,15.29,21.85,11.22,12.78,06:23,17:36,64,Low,65.56,128.84,13.4,14.4,12.4,70.75,1.33,91.55,9.46,S,62.59,Monsoon,Rainy,2023,10,21,Saturday
23-10-2023,Guwahati,30.77,20.45,25.61,11.17,12.83,06:24,17:35,66,Low,74.23,137.97,13.35,14.35,12.35,91.3,2.59,70.26,15.25,SW,167.31,Monsoon,Storm,2023,10,23,Monday
24-10-2023,Guwahati,29.82,21.67,25.74,11.15,12.85,06:25,17:34,30,Low,37.18,71.6,14.25,15.25,13.25,89.58,0.83,82.3,18.81,S,72.31,Monsoon,Rainy,2023,10,24,Tuesday
26-10-2023,Guwahati,34.74,21.06,27.9,11.1,12.9,06:26,17:33,65,Low,73.31,137.14,13.38,14.38,12.38,98.23,3.38,92.48,8.94,E,123.99,Monsoon,Rainy,2023,10,26,Thursday
27-10-2023,Guwahati,27.32,17.98,22.65,11.08,12.92,06:27,17:32,63,Low,69.72,115.53,13.43,14.43,12.43,89.42,3.04,87.88,5.48,NE,143.1,Monsoon,Rainy,2023,10,27,Friday
07-11-2023,Guwahati,25.48,22.89,24.19,10.84,13.16,06:34,17:25,63,Low,77.98,139.51,13.43,14.43,12.43,94.37,3.35,84.15,12.51,E,88.3,Monsoon,Rainy,2023,11,7,Tuesday
09-11-2023,Guwahati,30.45,23.33,26.89,10.8,13.2,06:35,17:24,83,Low,78.39,137.84,12.93,13.93,11.93,68.73,3.62,92.27,17.64,SE,168.49,Monsoon,Storm,2023,11,9,Thursday
10-11-2023,Guwahati,26.11,22.95,24.53,10.78,13.22,06:36,17:23,45,Low,46.47,88.48,13.88,14.88,12.88,87.28,2.5,79.2,11.41,NW,78.99,Monsoon,Rainy,2023,11,10,Friday
13-11-2023,Guwahati,33.99,20.19,27.09,10.73,13.27,06:38,17:21,81,Low,75.53,115.64,12.97,13.97,11.97,92.14,1.25,80.85,12.91,SW,76.57,Monsoon,Rainy,2023,11,13,Monday
14-11-2023,Guwahati,27.41,22.6,25,10.71,13.29,06:38,17:21,86,Low,80.79,155.76,12.85,13.85,11.85,81.97,1.75,86.76,14.72,W,147.31,Monsoon,Rainy,2023,11,14,Tuesday
15-11-2023,Guwahati,34.08,19.17,26.62,10.69,13.31,06:39,17:20,54,Low,58.3,98.77,13.65,14.65,12.65,79.77,2.37,79.95,10.44,SE,61.03,Monsoon,Rainy,2023,11,15,Wednesday
16-11-2023,Guwahati,31.13,23.78,27.46,10.68,13.32,06:39,17:20,94,Low,115.99,207.84,12.65,13.65,11.65,73.44,1.04,86.18,7.15,N,195.39,Monsoon,Storm,2023,11,16,Thursday
23-11-2023,Guwahati,26.68,15.46,21.07,10.57,13.43,06:43,17:16,112,Moderate,111.19,196.86,12.2,13.2,11.2,95.3,3.5,88.75,11.59,E,174.22,Monsoon,Storm,2023,11,23,Thursday
27-11-2023,Guwahati,34.5,22.23,28.37,10.51,13.49,06:44,17:15,36,Low,36.36,66.94,14.1,15.1,13.1,83.4,0.64,76.19,9.98,W,185.88,Monsoon,Storm,2023,11,27,Monday
06-12-2023,Guwahati,25.62,20.22,22.92,10.42,13.58,06:47,17:12,99,Low,103.57,166.05,12.53,13.53,11.53,40.66,1.4,34.83,13.81,E,4.08,Winter,Clear,2023,12,6,Wednesday
07-12-2023,Guwahati,25.31,16.07,20.69,10.41,13.59,06:47,17:12,64,Low,79.5,142.76,13.4,14.4,12.4,53.34,1.66,63.54,13.89,SW,11.47,Winter,Clear,2023,12,7,Thursday
08-12-2023,Guwahati,31.72,15.37,23.55,10.41,13.59,06:47,17:12,112,Moderate,106.98,208.95,12.2,13.2,11.2,48.01,4.39,59.8,17.1,S,16.49,Winter,Clear,2023,12,8,Friday
12-12-2023,Guwahati,31.62,18.28,24.95,10.38,13.62,06:48,17:11,51,Low,63.84,124.39,13.72,14.72,12.72,52.37,5.97,68.19,15.31,W,13.98,Winter,Clear,2023,12,12,Tuesday
19-12-2023,Guwahati,25.34,23.27,24.31,10.36,13.64,06:49,17:10,49,Low,55.62,95.83,13.78,14.78,12.78,32.73,4.17,47.26,17.2,SE,5.37,Winter,Clear,2023,12,19,Tuesday
22-12-2023,Guwahati,27.97,17.14,22.55,10.36,13.64,06:49,17:10,96,Low,90.02,165.2,12.6,13.6,11.6,41.26,4.11,64.12,6.37,W,0.32,Winter,Clear,2023,12,22,Friday
23-12-2023,Guwahati,29.33,17.27,23.3,10.36,13.64,06:49,17:10,55,Low,52.88,92.65,13.62,14.62,12.62,42.37,3.14,53.64,19.59,E,14.88,Winter,Clear,2023,12,23,Saturday
28-12-2023,Guwahati,30.6,17.54,24.07,10.38,13.62,06:48,17:11,48,Low,50.71,91.56,13.8,14.8,12.8,52.25,4.31,63.2,6.03,E,0.15,Winter,Clear,2023,12,28,Thursday
03-01-2024,Guwahati,28.62,24.35,26.49,10.41,13.59,06:47,17:12,91,Low,107.63,176.82,12.72,13.72,11.72,50.93,5.83,44.23,10.45,N,8.98,Winter,Clear,2024,1,3,Wednesday
06-01-2024,Guwahati,25.62,23.98,24.8,10.43,13.57,06:46,17:13,33,Low,33.42,66.04,14.18,15.18,13.18,12.44,3.44,37.99,11.76,NE,18.83,Winter,Clear,2024,1,6,Saturday
07-01-2024,Guwahati,28.31,24.58,26.45,10.44,13.56,06:46,17:13,88,Low,104.03,190.46,12.8,13.8,11.8,35.5,5.62,59.08,7.5,NW,14.69,Winter,Clear,2024,1,7,Sunday
08-01-2024,Guwahati,27.67,15.63,21.65,10.45,13.55,06:46,17:13,90,Low,101.59,183.97,12.75,13.75,11.75,20,3.27,31.61,8.71,SE,3.28,Winter,Clear,2024,1,8,Monday
11-01-2024,Guwahati,27.59,23.76,25.67,10.48,13.52,06:45,17:14,61,Low,76.36,142.39,13.47,14.47,12.47,21.19,1.6,49.17,18.05,SW,7.3,Winter,Clear,2024,1,11,Thursday
17-01-2024,Guwahati,34.39,15.79,25.09,10.56,13.44,06:43,17:16,50,Low,61.41,121.54,13.75,14.75,12.75,68.69,3.36,68.89,7.44,E,12.87,Winter,Clear,2024,1,17,Wednesday
19-01-2024,Guwahati,27.02,23.9,25.46,10.59,13.41,06:42,17:17,115,Moderate,112.05,202.13,12.12,13.12,11.12,59.64,4.43,56.47,13.01,NW,14.8,Winter,Clear,2024,1,19,Friday
25-01-2024,Guwahati,27.37,22.44,24.9,10.68,13.32,06:39,17:20,75,Low,72.61,119.62,13.12,14.12,12.12,19.93,4.25,67.49,8.66,SW,13.93,Winter,Clear,2024,1,25,Thursday
31-01-2024,Guwahati,34.04,15.99,25.02,10.79,13.21,06:36,17:23,80,Low,89.05,168.81,13,14,12,27.68,1.04,64.03,9.45,W,19.08,Winter,Clear,2024,1,31,Wednesday
05-02-2024,Guwahati,27.81,23.9,25.86,10.89,13.11,06:33,17:26,110,Moderate,117.04,179.68,12.25,13.25,11.25,32.65,2.59,33.72,13.04,NW,10.97,Winter,Clear,2024,2,5,Monday
11-02-2024,Guwahati,31.61,22.03,26.82,11.02,12.98,06:29,17:30,42,Low,42.31,80.66,13.95,14.95,12.95,63.63,5.33,47.97,11.58,NE,17.78,Winter,Clear,2024,2,11,Sunday
12-02-2024,Guwahati,28.81,24.33,26.57,11.04,12.96,06:28,17:31,98,Low,94.36,185.34,12.55,13.55,11.55,27.49,5.84,34.63,9.79,E,12.19,Winter,Clear,2024,2,12,Monday
14-02-2024,Guwahati,25.93,22.08,24,11.09,12.91,06:27,17:32,85,Low,96.06,157.8,12.88,13.88,11.88,57.36,2.59,30.87,17.81,SW,9.38,Winter,Clear,2024,2,14,Wednesday
15-02-2024,Guwahati,33.03,21.61,27.32,11.11,12.89,06:26,17:33,55,Low,59.24,104.15,13.62,14.62,12.62,39.01,5.16,63.93,6.58,NW,6.78,Winter,Clear,2024,2,15,Thursday
17-02-2024,Guwahati,26.41,24.77,25.59,11.16,12.84,06:25,17:34,79,Low,82.9,145.48,13.03,14.03,12.03,15.09,3.87,58.75,13.56,E,4.31,Winter,Clear,2024,2,17,Saturday
18-02-2024,Guwahati,34.14,20.26,27.2,11.18,12.82,06:24,17:35,35,Low,42.34,75.63,14.12,15.12,13.12,40.8,1.42,31.24,12.04,SE,4.08,Winter,Clear,2024,2,18,Sunday
19-02-2024,Guwahati,34.33,22.2,28.26,11.21,12.79,06:23,17:36,37,Low,36.97,59.59,14.07,15.07,13.07,58.75,3.81,31.32,13.19,N,17.89,Winter,Clear,2024,2,19,Monday
22-02-2024,Guwahati,34.58,22.48,28.53,11.28,12.72,06:21,17:38,102,Moderate,106.51,178.62,12.45,13.45,11.45,44.21,2.18,42.86,7.15,SE,12.31,Winter,Clear,2024,2,22,Thursday
26-02-2024,Guwahati,28.74,22.39,25.57,11.38,12.62,06:18,17:41,111,Moderate,112.46,194.42,12.22,13.22,11.22,44.12,4.9,66.18,16.92,NW,2.06,Winter,Clear,2024,2,26,Monday
28-02-2024,Guwahati,27.56,20.29,23.93,11.43,12.57,06:17,17:42,117,Moderate,116.44,179.88,12.07,13.07,11.07,61.69,5.67,42.02,16.21,SW,19.25,Winter,Clear,2024,2,28,Wednesday
05-03-2024,Guwahati,27.31,18.34,22.83,11.58,12.42,06:12,17:47,35,Low,33.22,63.65,14.12,15.12,13.12,14.61,10.01,44.1,15.9,NW,12.65,Summer,Clear,2024,3,5,Tuesday
11-03-2024,Guwahati,34.13,22.31,28.22,11.74,12.26,06:07,17:52,103,Moderate,104.58,195.88,12.43,13.43,11.43,49.06,8.59,66.08,6.25,NW,8.54,Summer,Clear,2024,3,11,Monday
12-03-2024,Guwahati,27.91,20.44,24.17,11.76,12.24,06:07,17:52,52,Low,54.81,88.27,13.7,14.7,12.7,39.06,9.3,62.02,7.21,NW,3.4,Summer,Clear,2024,3,12,Tuesday
17-03-2024,Guwahati,28.25,19.1,23.67,11.89,12.11,06:03,17:56,89,Low,102.74,193.67,12.78,13.78,11.78,69.29,10.81,39.74,13.45,W,12.32,Summer,Clear,2024,3,17,Sunday
19-03-2024,Guwahati,31.99,23.01,27.5,11.95,12.05,06:01,17:58,103,Moderate,94.89,175.54,12.43,13.43,11.43,60.96,9.68,55.45,15.99,NE,11.93,Summer,Clear,2024,3,19,Tuesday
26-03-2024,Guwahati,27.34,18.71,23.03,12.13,11.87,05:56,18:03,40,Low,43.26,75.82,14,15,13,57.19,8.34,54.45,17.47,NE,19.94,Summer,Clear,2024,3,26,Tuesday
30-03-2024,Guwahati,31.15,21.97,26.56,12.24,11.76,05:52,18:07,55,Low,56.5,100.25,13.62,14.62,12.62,63.9,10.88,66.61,15.01,SW,11.78,Summer,Clear,2024,3,30,Saturday
11-04-2024,Guwahati,34.72,23.32,29.02,12.55,11.45,05:43,18:16,47,Low,54.37,93.18,13.82,14.82,12.82,10.24,9.88,37.52,11.38,SW,0.08,Summer,Clear,2024,4,11,Thursday
