date,city,max_temperature_C,min_temperature_C,avg_temperature_C,avg_day_length_hours,avg_night_length_hours,avg_sunrise_time,avg_sunset_time,avg_AQI,AQI_category,PM2_5,PM10,avg_visibility_morning_km,avg_visibility_afternoon_km,avg_visibility_night_km,cloud_cover_%,uv_radiation_index,humidity_%,wind_speed_km_h,wind_direction,rainfall_mm,season,weather_condition,year,month,day,day_of_week
10-02-2023,Pune,33.63,16.32,24.98,11.32,12.68,06:20,17:39,129,Moderate,117.98,211.34,11.78,12.78,10.78,13.37,2.28,38.86,12.91,SE,18.23,Winter,Clear,2023,2,10,Friday
18-02-2023,Pune,26.72,16.67,21.7,11.44,12.56,06:16,17:43,59,Low,71.63,108.64,13.53,14.53,12.53,33.81,3.37,32.53,11.77,S,8.32,Winter,Clear,2023,2,18,Saturday
26-02-2023,Pune,33.69,20.3,27,11.58,12.42,06:12,17:47,75,Low,72.12,122.99,13.12,14.12,12.12,50.41,1.69,64.13,9.15,W,17.9,Winter,Clear,2023,2,26,Sunday
28-02-2023,Pune,25.46,24.31,24.88,11.61,12.39,06:11,17:48,79,Low,89.47,167.6,13.03,14.03,12.03,10.1,2.88,40.38,13.56,W,16.91,Winter,Clear,2023,2,28,Tuesday
02-03-2023,Pune,29.79,23.62,26.7,11.64,12.36,06:10,17:49,37,Low,39.49,70.16,14.07,15.07,13.07,55.17,9.93,62.89,18.14,W,5.63,Summer,Clear,2023,3,2,Thursday
03-03-2023,Pune,32.23,17.32,24.77,11.66,12.34,06:10,17:49,81,Low,93.5,154.64,12.97,13.97,11.97,52.66,7.94,59.76,16.24,N,1.46,Summer,Clear,2023,3,3,Friday
08-03-2023,Pune,34.18,16.08,25.13,11.75,12.25,06:07,17:52,44,Low,50.94,95.51,13.9,14.9,12.9,37.13,9.96,33.25,15.3,NW,12.49,Summer,Clear,2023,3,8,Wednesday
15-03-2023,Pune,33.15,23.77,28.46,11.87,12.13,06:03,17:56,80,Low,99.59,182.82,13,14,12,58.48,8.28,31.51,13.44,SE,10.7,Summer,Clear,2023,3,15,Wednesday
21-03-2023,Pune,27.79,22.83,25.31,11.98,12.02,06:00,17:59,116,Moderate,109.79,186.56,12.1,13.1,11.1,61.53,8.3,51.39,19.31,E,5.34,Summer,Clear,2023,3,21,Tuesday
22-03-2023,Pune,26.22,15.18,20.7,12,12,06:00,18:00,122,Moderate,111.37,170.88,11.95,12.95,10.95,42.26,7.74,35.48,11.42,W,19.03,Summer,Clear,2023,3,22,Wednesday
23-03-2023,Pune,25.61,17.24,21.43,12.02,11.98,05:59,18:00,68,Low,62.69,107.79,13.3,14.3,12.3,42.22,10.36,59.5,10.09,SW,16.16,Summer,Clear,2023,3,23,Thursday
25-03-2023,Pune,32.09,24.94,28.51,12.05,11.95,05:58,18:01,61,Low,58.32,107.13,13.47,14.47,12.47,27.02,8.31,58.72,5.31,E,18.32,Summer,Clear,2023,3,25,Saturday
01-04-2023,Pune,32.61,15.43,24.02,12.18,11.82,05:54,18:05,91,Low,107.82,168.12,12.72,13.72,11.72,18.34,8.76,59.52,12.24,SW,9.53,Summer,Clear,2023,4,1,Saturday
02-04-2023,Pune,27.12,16.16,21.64,12.2,11.8,05:54,18:05,84,Low,105.28,184.37,12.9,13.9,11.9,46.36,9.01,69.23,18.18,SE,16.06,Summer,Clear,2023,4,2,Sunday
04-04-2023,Pune,34.53,22.55,28.54,12.23,11.77,05:53,18:06,70,Low,70.09,125.89,13.25,14.25,12.25,59.79,9.62,47.89,11.17,NW,3.89,Summer,Clear,2023,4,4,Tuesday
07-04-2023,Pune,31.63,16.18,23.91,12.29,11.71,05:51,18:08,57,Low,66.13,125.43,13.57,14.57,12.57,22.59,8.04,68.03,19.54,SE,3.72,Summer,Clear,2023,4,7,Friday
10-04-2023,Pune,32.35,22,27.17,12.34,11.66,05:49,18:10,108,Moderate,106.76,166.33,12.3,13.3,11.3,40.49,9.48,63.17,12.17,NE,10.07,Summer,Clear,2023,4,10,Monday
15-04-2023,Pune,29.78,22.68,26.23,12.42,11.58,05:47,18:12,80,Low,86.57,157.27,13,14,12,59.56,9.79,59.83,18.86,NE,10.62,Summer,Clear,2023,4,15,Saturday
24-04-2023,Pune,33.2,20.62,26.91,12.57,11.43,05:42,18:17,89,Low,90.43,177.52,12.78,13.78,11.78,43.12,7.97,57.55,11.39,SW,16.5,Summer,Clear,2023,4,24,Monday
25-04-2023,Pune,34.68,21.58,28.13,12.59,11.41,05:42,18:17,78,Low,80.8,158.88,13.05,14.05,12.05,52.76,7.77,60.37,12.07,W,10.52,Summer,Clear,2023,4,25,Tuesday
30-04-2023,Pune,29.73,18.78,24.25,12.67,11.33,05:40,18:19,65,Low,76.56,130.65,13.38,14.38,12.38,44.55,10.41,32.89,15.88,SW,8.25,Summer,Clear,2023,4,30,Sunday
06-05-2023,Pune,28.6,15.87,22.24,12.75,11.25,05:37,18:22,41,Low,48.19,85.43,13.97,14.97,12.97,60.94,8.59,39.26,8.68,SE,10.88,Summer,Clear,2023,5,6,Saturday
07-05-2023,Pune,33.12,18.43,25.78,12.77,11.23,05:36,18:23,39,Low,40.03,71.47,14.03,15.03,13.03,36.63,8.13,39.61,6.21,NE,14.29,Summer,Clear,2023,5,7,Sunday
13-05-2023,Pune,33.77,22.29,28.03,12.85,11.15,05:34,18:25,49,Low,57.13,102.82,13.78,14.78,12.78,10.23,9.01,34.6,13.75,W,17.8,Summer,Clear,2023,5,13,Saturday
19-05-2023,Pune,30.79,15.55,23.17,12.92,11.08,05:32,18:27,50,Low,58.26,101.94,13.75,14.75,12.75,39.24,9.77,33.48,8.93,NE,17.45,Summer,Clear,2023,5,19,Friday
23-05-2023,Pune,31.24,23.29,27.27,12.96,11.04,05:31,18:28,45,Low,47.13,92.31,13.88,14.88,12.88,28.73,9.9,47.23,16.94,N,5.98,Summer,Clear,2023,5,23,Tuesday
29-05-2023,Pune,33.33,24.86,29.09,13.02,10.98,05:29,18:30,91,Low,101.22,182.26,12.72,13.72,11.72,54.69,8.78,31.64,5.3,SE,10.89,Summer,Clear,2023,5,29,Monday
31-05-2023,Pune,25.63,18.87,22.25,13.03,10.97,05:29,18:30,81,Low,82.51,142.91,12.97,13.97,11.97,23.15,7.45,56.47,13.95,SE,9.61,Summer,Clear,2023,5,31,Wednesday
02-06-2023,Pune,29.85,15.27,22.56,13.05,10.95,05:28,18:31,61,Low,64.24,99.77,13.47,14.47,12.47,92.22,1.5,83.39,19.43,W,109.37,Monsoon,Rainy,2023,6,2,Friday
06-06-2023,Pune,30.36,21.18,25.77,13.07,10.93,05:27,18:32,86,Low,91.26,167.31,12.85,13.85,11.85,60.88,2.79,66.61,10,W,114.31,Monsoon,Rainy,2023,6,6,Tuesday
17-06-2023,Pune,28.88,16.38,22.63,13.11,10.89,05:26,18:33,104,Moderate,96.44,185.97,12.4,13.4,11.4,94.22,1.85,86.03,9.64,N,123.85,Monsoon,Rainy,2023,6,17,Saturday
19-06-2023,Pune,34.37,20.16,27.26,13.11,10.89,05:26,18:33,62,Low,74.75,118.8,13.45,14.45,12.45,73.03,1.18,83.42,13.33,NW,176.32,Monsoon,Storm,2023,6,19,Monday
23-06-2023,Pune,30.84,17.07,23.95,13.11,10.89,05:26,18:33,96,Low,106.63,164.43,12.6,13.6,11.6,93.11,2.82,73.22,16.84,NE,152.06,Monsoon,Storm,2023,6,23,Friday
25-06-2023,Pune,26.19,16.41,21.3,13.11,10.89,05:26,18:33,57,Low,55.78,98.12,13.57,14.57,12.57,97.14,2.82,86.13,9.59,W,175.48,Monsoon,Storm,2023,6,25,Sunday
26-06-2023,Pune,27.65,21.96,24.81,13.11,10.89,05:26,18:33,45,Low,47.36,73.23,13.88,14.88,12.88,91.68,3.03,68.04,12.23,N,173.25,Monsoon,Storm,2023,6,26,Monday
02-07-2023,Pune,25.57,16.75,21.16,13.09,10.91,05:27,18:32,100,Low,93.67,173.84,12.5,13.5,11.5,64.86,4.61,68.72,7.76,SE,137.4,Monsoon,Rainy,2023,7,2,Sunday
03-07-2023,Pune,28.28,19.87,24.08,13.09,10.91,05:27,18:32,29,Low,32.23,52.35,14.28,15.28,13.28,89.12,3.04,69.09,8.86,E,91.95,Monsoon,Rainy,2023,7,3,Monday
10-07-2023,Pune,32.74,18.86,25.8,13.05,10.95,05:28,18:31,77,Low,75.6,145.76,13.07,14.07,12.07,62.79,5.47,69.11,10.82,SW,170.77,Monsoon,Storm,2023,7,10,Monday
17-07-2023,Pune,27.88,22.25,25.06,12.99,11.01,05:30,18:29,94,Low,105.28,203.32,12.65,13.65,11.65,61.99,4.12,66.23,5.95,NE,177.83,Monsoon,Storm,2023,7,17,Monday
18-07-2023,Pune,28.25,21.73,24.99,12.99,11.01,05:30,18:29,53,Low,60.35,95.95,13.68,14.68,12.68,91.32,2.85,79.26,11.85,NW,118.64,Monsoon,Rainy,2023,7,18,Tuesday
24-07-2023,Pune,33.46,16.14,24.8,12.92,11.08,05:32,18:27,48,Low,52.98,101.41,13.8,14.8,12.8,91.68,1.81,78.99,11.37,N,197.18,Monsoon,Storm,2023,7,24,Monday
28-07-2023,Pune,28.83,22.19,25.51,12.88,11.12,05:33,18:26,69,Low,79.28,156.32,13.28,14.28,12.28,84.67,3.18,76.8,10.19,S,65.08,Monsoon,Rainy,2023,7,28,Friday
01-08-2023,Pune,31.54,18.5,25.02,12.83,11.17,05:35,18:24,74,Low,85.55,166.17,13.15,14.15,12.15,94.74,2.29,94.8,12.75,SW,110.64,Monsoon,Rainy,2023,8,1,Tuesday
04-08-2023,Pune,27.85,20.17,24.01,12.79,11.21,05:36,18:23,94,Low,106.34,195.93,12.65,13.65,11.65,66.79,1.48,72.96,11.29,NW,80.22,Monsoon,Rainy,2023,8,4,Friday
07-08-2023,Pune,26.13,16.72,21.43,12.75,11.25,05:37,18:22,64,Low,79.26,125.41,13.4,14.4,12.4,80.61,0.91,71.61,16.28,N,97.61,Monsoon,Rainy,2023,8,7,Monday
11-08-2023,Pune,34.06,22.43,28.25,12.69,11.31,05:39,18:20,78,Low,77.95,150.48,13.05,14.05,12.05,94.04,1.64,76.82,5.53,W,51.58,Monsoon,Rainy,2023,8,11,Friday
14-08-2023,Pune,32.46,23.02,27.74,12.64,11.36,05:40,18:19,38,Low,44.45,78.62,14.05,15.05,13.05,72.65,3.13,73.15,12.14,N,157.89,Monsoon,Storm,2023,8,14,Monday
15-08-2023,Pune,31.7,19.02,25.36,12.63,11.37,05:41,18:18,48,Low,56.82,103,13.8,14.8,12.8,87.83,3.43,71.27,19.93,N,105.95,Monsoon,Rainy,2023,8,15,Tuesday
19-08-2023,Pune,29.5,17.53,23.51,12.57,11.43,05:43,18:16,60,Low,69.85,134.37,13.5,14.5,12.5,99.43,3.12,75.26,17.13,NW,192.81,Monsoon,Storm,2023,8,19,Saturday
22-08-2023,Pune,28.18,15.09,21.63,12.52,11.48,05:44,18:15,52,Low,64.39,106.3,13.7,14.7,12.7,85.38,2.46,77.09,6.81,E,125.8,Monsoon,Rainy,2023,8,22,Tuesday
28-08-2023,Pune,34.77,16.87,25.82,12.42,11.58,05:47,18:12,73,Low,70.07,122.21,13.18,14.18,12.18,85.14,1.25,77.86,14.41,E,64.88,Monsoon,Rainy,2023,8,28,Monday
30-08-2023,Pune,34.24,24.98,29.61,12.38,11.62,05:48,18:11,29,Low,32.92,53.26,14.28,15.28,13.28,68.14,5.77,72.27,18.78,SE,109.87,Monsoon,Rainy,2023,8,30,Wednesday
07-09-2023,Pune,25.47,18.39,21.93,12.24,11.76,05:52,18:07,65,Low,66.46,107.64,13.38,14.38,12.38,89.63,2.23,90.52,14.8,SW,146.06,Monsoon,Rainy,2023,9,7,Thursday
09-09-2023,Pune,27.74,20.93,24.34,12.21,11.79,05:53,18:06,64,Low,74.03,115.98,13.4,14.4,12.4,69.22,2.45,92.73,10.54,W,93.75,Monsoon,Rainy,2023,9,9,Saturday
18-09-2023,Pune,31.64,16.18,23.91,12.05,11.95,05:58,18:01,112,Moderate,115.86,223.92,12.2,13.2,11.2,73.56,2.99,65.5,6.16,NE,151.11,Monsoon,Storm,2023,9,18,Monday
21-09-2023,Pune,27.82,20.85,24.34,11.99,12.01,06:00,17:59,44,Low,53.08,104.4,13.9,14.9,12.9,90.01,1.53,80.24,12.72,N,169.61,Monsoon,Storm,2023,9,21,Thursday
23-09-2023,Pune,33.57,19.67,26.62,11.95,12.05,06:01,17:58,63,Low,62.37,110.28,13.43,14.43,12.43,71.8,2.03,93.17,16.35,SW,116.53,Monsoon,Rainy,2023,9,23,Saturday
29-09-2023,Pune,31.89,23.64,27.76,11.85,12.15,06:04,17:55,99,Low,119.71,205.12,12.53,13.53,11.53,94.96,1.26,86.81,7.38,SW,54.56,Monsoon,Rainy,2023,9,29,Friday
04-10-2023,Pune,25.62,23.23,24.42,11.76,12.24,06:07,17:52,55,Low,58.02,98.69,13.62,14.62,12.62,84.6,1.13,84.52,12.7,W,175.92,Monsoon,Storm,2023,10,4,Wednesday
09-10-2023,Pune,32.15,24.73,28.44,11.67,12.33,06:09,17:50,39,Low,48.13,72.42,14.03,15.03,13.03,60.29,3.28,89.62,9.94,NW,106.38,Monsoon,Rainy,2023,10,9,Monday
16-10-2023,Pune,25.52,19.5,22.51,11.55,12.45,06:13,17:46,53,Low,52.93,88.7,13.68,14.68,12.68,98.46,2.51,68.74,16.49,W,128.23,Monsoon,Rainy,2023,10,16,Monday
17-10-2023,Pune,25.79,15.47,20.63,11.53,12.47,06:13,17:46,29,Low,31.75,50.62,14.28,15.28,13.28,71.61,2.29,78.71,6.68,NW,190.37,Monsoon,Storm,2023,10,17,Tuesday
22-10-2023,Pune,31.1,20.68,25.89,11.45,12.55,06:16,17:43,88,Low,101.28,201.88,12.8,13.8,11.8,91.41,2.06,92.27,19.18,E,126.45,Monsoon,Rainy,2023,10,22,Sunday
24-10-2023,Pune,25.57,24.31,24.94,11.42,12.58,06:17,17:42,36,Low,34.55,61.27,14.1,15.1,13.1,72.97,3.46,79.17,17.35,S,89.41,Monsoon,Rainy,2023,10,24,Tuesday
28-10-2023,Pune,32.09,20.88,26.48,11.36,12.64,06:19,17:40,97,Low,103.85,176.15,12.57,13.57,11.57,62.56,1.37,75.73,6.73,NW,159.5,Monsoon,Storm,2023,10,28,Saturday
03-11-2023,Pune,33.7,19.72,26.71,11.27,12.73,06:21,17:38,82,Low,94.16,159.74,12.95,13.95,11.95,85.01,3.41,88.83,15.2,SW,102.08,Monsoon,Rainy,2023,11,3,Friday
08-11-2023,Pune,30.7,21.1,25.9,11.2,12.8,06:24,17:35,92,Low,114.81,217.47,12.7,13.7,11.7,89.95,1.24,85.65,18.01,SE,130.12,Monsoon,Rainy,2023,11,8,Wednesday
11-11-2023,Pune,34.56,17.37,25.96,11.16,12.84,06:25,17:34,89,Low,109.44,169.46,12.78,13.78,11.78,93.8,0.78,66.73,9.07,E,69.38,Monsoon,Rainy,2023,11,11,Saturday
14-11-2023,Pune,26.04,17.95,22,11.12,12.88,06:26,17:33,32,Low,38.15,69.97,14.2,15.2,13.2,60.55,5.48,89.52,5.43,S,177.78,Monsoon,Storm,2023,11,14,Tuesday
15-11-2023,Pune,27.4,15.32,21.36,11.11,12.89,06:26,17:33,62,Low,60.23,105.81,13.45,14.45,12.45,67.5,4.75,86.16,8.54,NW,100.7,Monsoon,Rainy,2023,11,15,Wednesday
19-11-2023,Pune,26.44,16.85,21.64,11.06,12.94,06:28,17:31,48,Low,46.39,81.47,13.8,14.8,12.8,86.17,3.22,86.21,8.66,S,61.94,Monsoon,Rainy,2023,11,19,Sunday
21-11-2023,Pune,29.5,24.26,26.88,11.04,12.96,06:28,17:31,75,Low,89.4,151.48,13.12,14.12,12.12,88.73,0.97,82.44,13.99,W,89.37,Monsoon,Rainy,2023,11,21,Tuesday
25-11-2023,Pune,30.5,20.14,25.32,11.01,12.99,06:29,17:30,82,Low,92.11,176.74,12.95,13.95,11.95,66.92,2.33,69.82,6.79,E,183.35,Monsoon,Storm,2023,11,25,Saturday
04-12-2023,Pune,27.3,16.06,21.68,10.94,13.06,06:31,17:28,106,Moderate,103.96,163.16,12.35,13.35,11.35,52.67,1.03,67.94,16.46,SW,0.96,Winter,Clear,2023,12,4,Monday
08-12-2023,Pune,30.14,22.79,26.47,10.92,13.08,06:32,17:27,79,Low,77.02,140.22,13.03,14.03,12.03,61,2.9,30.11,12.44,SE,8.1,Winter,Clear,2023,12,8,Friday
09-12-2023,Pune,25.08,19.92,22.5,10.91,13.09,06:32,17:27,109,Moderate,118.78,194.7,12.28,13.28,11.28,35.04,2.55,62.59,19.07,E,13.74,Winter,Clear,2023,12,9,Saturday
11-12-2023,Pune,31.77,16.19,23.98,10.9,13.1,06:32,17:27,31,Low,36.2,63.06,14.22,15.22,13.22,15.37,4.58,65.11,9.07,SE,5.08,Winter,Clear,2023,12,11,Monday
13-12-2023,Pune,32.6,22.22,27.41,10.9,13.1,06:33,17:26,25,Low,30.67,53.8,14.38,15.38,13.38,35.1,3.22,64.86,9.55,NW,17.32,Winter,Clear,2023,12,13,Wednesday
15-12-2023,Pune,32.17,18.59,25.38,10.89,13.11,06:33,17:26,44,Low,54.1,92.84,13.9,14.9,12.9,48.67,1.91,30.5,8.49,W,14.93,Winter,Clear,2023,12,15,Friday
17-12-2023,Pune,31.36,24.93,28.14,10.89,13.11,06:33,17:26,85,Low,99.99,161.28,12.88,13.88,11.88,18.22,5.31,47.77,17.24,E,17.32,Winter,Clear,2023,12,17,Sunday
18-12-2023,Pune,34.84,24.1,29.47,10.89,13.11,06:33,17:26,88,Low,106.66,162.8,12.8,13.8,11.8,37.48,2.98,51.26,11.47,SE,11.38,Winter,Clear,2023,12,18,Monday
20-12-2023,Pune,30.69,15.02,22.86,10.89,13.11,06:33,17:26,54,Low,53.46,94.05,13.65,14.65,12.65,52.87,3.22,51.88,5.41,S,3.48,Winter,Clear,2023,12,20,Wednesday
23-12-2023,Pune,29.49,17.96,23.73,10.89,13.11,06:33,17:26,113,Moderate,113.67,177.59,12.18,13.18,11.18,43.24,2.49,47.85,11.83,SW,1.05,Winter,Clear,2023,12,23,Saturday
28-12-2023,Pune,26.64,18.04,22.34,10.9,13.1,06:33,17:26,91,Low,85.9,141.81,12.72,13.72,11.72,12.33,3.5,47.55,16.47,NW,12.57,Winter,Clear,2023,12,28,Thursday
31-12-2023,Pune,27.66,23.07,25.36,10.91,13.09,06:32,17:27,43,Low,52.66,100.68,13.93,14.93,12.93,27.79,2.33,49.97,11.48,N,17.32,Winter,Clear,2023,12,31,Sunday
05-01-2024,Pune,34.99,17.2,26.1,10.93,13.07,06:32,17:27,37,Low,39.29,70.43,14.07,15.07,13.07,26.03,5.55,56.68,11.54,W,10.48,Winter,Clear,2024,1,5,Friday
08-01-2024,Pune,26.29,22.42,24.36,10.95,13.05,06:31,17:28,86,Low,87.88,145.69,12.85,13.85,11.85,63.96,1.67,47.79,10.8,N,4.4,Winter,Clear,2024,1,8,Monday
13-01-2024,Pune,33.21,24.69,28.95,10.98,13.02,06:30,17:29,68,Low,70.85,124.24,13.3,14.3,12.3,20.24,3.18,64.33,11.96,W,18.65,Winter,Clear,2024,1,13,Saturday
14-01-2024,Pune,32.89,21.03,26.96,10.99,13.01,06:30,17:29,73,Low,88.88,177.68,13.18,14.18,12.18,30.87,1.11,46.32,6.38,SW,4.46,Winter,Clear,2024,1,14,Sunday
15-01-2024,Pune,31.81,23.79,27.8,11,13,06:29,17:30,66,Low,76.28,134.99,13.35,14.35,12.35,45.3,2.06,60.07,6.46,S,15.36,Winter,Clear,2024,1,15,Monday
18-01-2024,Pune,25.64,20.93,23.28,11.03,12.97,06:29,17:30,97,Low,104.25,201.12,12.57,13.57,11.57,26.51,2.99,67.88,18.97,SW,15.69,Winter,Clear,2024,1,18,Thursday
22-01-2024,Pune,28.38,24.14,26.26,11.07,12.93,06:27,17:32,123,Moderate,118.29,216.59,11.93,12.93,10.93,28.42,1.29,57.98,10.15,W,14.99,Winter,Clear,2024,1,22,Monday
24-01-2024,Pune,31.67,16.03,23.85,11.09,12.91,06:27,17:32,31,Low,31.07,48.78,14.22,15.22,13.22,39.64,5.35,69.32,16.05,N,19.46,Winter,Clear,2024,1,24,Wednesday
29-01-2024,Pune,30.01,20.73,25.37,11.15,12.85,06:25,17:34,38,Low,42.35,83.38,14.05,15.05,13.05,30.03,2.27,56.87,14.47,S,8.92,Winter,Clear,2024,1,29,Monday
30-01-2024,Pune,25.25,22.21,23.73,11.17,12.83,06:25,17:34,75,Low,76.26,137.49,13.12,14.12,12.12,51.03,4.77,53.3,15.91,W,10.54,Winter,Clear,2024,1,30,Tuesday
01-02-2024,Pune,33.7,16.89,25.3,11.19,12.81,06:24,17:35,60,Low,66.1,130.48,13.5,14.5,12.5,16.57,2.01,51.02,19.97,E,2.5,Winter,Clear,2024,2,1,Thursday
06-02-2024,Pune,30.41,17.84,24.13,11.26,12.74,06:22,17:37,111,Moderate,119.53,237.06,12.22,13.22,11.22,52.94,4.43,63.54,18.4,SW,5.21,Winter,Clear,2024,2,6,Tuesday
10-02-2024,Pune,31.89,17.84,24.87,11.32,12.68,06:20,17:39,95,Low,92.45,152.81,12.62,13.62,11.62,40.77,2.72,33.1,9.93,SE,12.39,Winter,Clear,2024,2,10,Saturday
16-02-2024,Pune,31.02,18.22,24.62,11.41,12.59,06:17,17:42,99,Low,99.92,153.42,12.53,13.53,11.53,39.83,5.75,56.91,9.5,S,16.18,Winter,Clear,2024,2,16,Friday
29-02-2024,Pune,25.19,19.32,22.26,11.63,12.37,06:11,17:48,28,Low,32.97,65.18,14.3,15.3,13.3,23.06,4.11,60.98,5.72,SW,15.78,Winter,Clear,2024,2,29,Thursday
09-03-2024,Pune,29.84,15.15,22.49,11.78,12.22,06:06,17:53,97,Low,112.9,224.46,12.57,13.57,11.57,25.2,10.58,60.15,13.61,SE,4.16,Summer,Clear,2024,3,9,Saturday
17-03-2024,Pune,28.51,23.33,25.92,11.93,12.07,06:02,17:57,80,Low,74.41,145.53,13,14,12,69.04,10.62,30.09,5.83,NW,3.31,Summer,Clear,2024,3,17,Sunday
20-03-2024,Pune,33.33,19.58,26.45,11.98,12.02,06:00,17:59,45,Low,53.31,103.38,13.88,14.88,12.88,46.82,7.89,38.22,13.19,W,18.95,Summer,Clear,2024,3,20,Wednesday
21-03-2024,Pune,31.84,16.9,24.37,12,12,06:00,18:00,63,Low,76.88,133.35,13.43,14.43,12.43,44.47,9.06,43.43,12.7,E,16.37,Summer,Clear,2024,3,21,Thursday
24-03-2024,Pune,26.07,19.23,22.65,12.05,11.95,05:58,18:01,74,Low,70.71,132.01,13.15,14.15,12.15,24.21,7.66,33.47,6.87,W,10.9,Summer,Clear,2024,3,24,Sunday
25-03-2024,Pune,28.66,17.29,22.98,12.07,11.93,05:57,18:02,39,Low,49.65,75.83,14.03,15.03,13.03,35.86,9.04,36.89,7.11,E,2.06,Summer,Clear,2024,3,25,Monday
30-03-2024,Pune,29.25,18.42,23.83,12.16,11.84,05:55,18:04,43,Low,46.51,69.92,13.93,14.93,12.93,17.91,10.55,39.05,9.13,NW,13.71,Summer,Clear,2024,3,30,Saturday
31-03-2024,Pune,27.24,23.57,25.4,12.18,11.82,05:54,18:05,98,Low,103.54,178.52,12.55,13.55,11.55,44.41,7.39,33.13,11.74,N,4.35,Summer,Clear,2024,3,31,Sunday
04-04-2024,Pune,34.4,24.53,29.47,12.25,11.75,05:52,18:07,48,Low,51.54,93.39,13.8,14.8,12.8,10.22,7.65,40.86,10.24,SE,17.51,Summer,Clear,2024,4,4,Thursday
08-04-2024,Pune,28.16,22.91,25.54,12.32,11.68,05:50,18:09,85,Low,91.25,150.54,12.88,13.88,11.88,66.13,10.92,65.93,18.03,SE,1.91,Summer,Clear,2024,4,8,Monday
10-04-2024,Pune,26.74,15.46,21.1,12.36,11.64,05:49,18:10,70,Low,82.16,160.74,13.25,14.25,12.25,14.61,8.65,62.22,15.18,E,0.14,Summer,Clear,2024,4,10,Wednesday
13-04-2024,Pune,27.37,15.84,21.6,12.41,11.59,05:47,18:12,108,Moderate,99.3,180.24,12.3,13.3,11.3,54.06,9.09,32.47,8.2,S,6.89,Summer,Clear,2024,4,13,Saturday
14-04-2024,Pune,32.82,17.04,24.93,12.42,11.58,05:47,18:12,49,Low,53.46,82.66,13.78,14.78,12.78,52.54,10.62,50.58,7.07,SE,8.38,Summer,Clear,2024,4,14,Sunday
16-04-2024,Pune,25.54,15.19,20.36,12.46,11.54,05:46,18:13,43,Low,42.93,78.51,13.93,14.93,12.93,28.35,8.93,39.75,5.95,S,15.73,Summer,Clear,2024,4,16,Tuesday
23-04-2024,Pune,31.11,24.84,27.97,12.57,11.43,05:42,18:17,59,Low,62.47,117.23,13.53,14.53,12.53,27.99,7.14,53.29,14.52,E,2.56,Summer,Clear,2024,4,23,Tuesday
26-04-2024,Pune,33.59,18.45,26.02,12.62,11.38,05:41,18:18,67,Low,65.13,126.7,13.32,14.32,12.32,64.61,7.62,39.95,14.4,SW,14.3,Summer,Clear,2024,4,26,Friday
