date,city,max_temperature_C,min_temperature_C,avg_temperature_C,avg_day_length_hours,avg_night_length_hours,avg_sunrise_time,avg_sunset_time,avg_AQI,AQI_category,PM2_5,PM10,avg_visibility_morning_km,avg_visibility_afternoon_km,avg_visibility_night_km,cloud_cover_%,uv_radiation_index,humidity_%,wind_speed_km_h,wind_direction,rainfall_mm,season,weather_condition,year,month,day,day_of_week
14-02-2023,Mumbai,33,16.79,24.89,11.36,12.64,06:19,17:40,73,Low,88.75,143.69,13.18,14.18,12.18,61.34,5.15,58.89,10.96,NW,4.86,Winter,Clear,2023,2,14,Tuesday
19-02-2023,Mumbai,31.68,17.05,24.37,11.44,12.56,06:16,17:43,45,Low,56.38,109.84,13.88,14.88,12.88,11.59,1.91,38.32,13.75,NE,1.71,Winter,Clear,2023,2,19,Sunday
21-02-2023,Mumbai,29.21,23.93,26.57,11.48,12.52,06:15,17:44,90,Low,103.57,173.06,12.75,13.75,11.75,26.08,4.12,53.61,11.14,NE,7.59,Winter,Clear,2023,2,21,Tuesday
24-02-2023,Mumbai,30.52,19.36,24.94,11.53,12.47,06:14,17:45,58,Low,56.5,111.55,13.55,14.55,12.55,39.25,5.47,64.74,17,W,2.8,Winter,Clear,2023,2,24,Friday
25-02-2023,Mumbai,29.25,15.22,22.24,11.54,12.46,06:13,17:46,53,Low,54.18,95.94,13.68,14.68,12.68,60.1,5.92,35.57,12.89,N,5.16,Winter,Clear,2023,2,25,Saturday
26-02-2023,Mumbai,26.72,17.72,22.22,11.56,12.44,06:13,17:46,26,Low,31.66,61.95,14.35,15.35,13.35,43.25,4.26,40.96,17.45,W,11.53,Winter,Clear,2023,2,26,Sunday
28-02-2023,Mumbai,27.06,15.11,21.09,11.6,12.4,06:12,17:47,44,Low,42.32,82.52,13.9,14.9,12.9,49.9,1.88,54.02,18.72,NW,11.95,Winter,Clear,2023,2,28,Tuesday
01-03-2023,Mumbai,29.19,18.83,24.01,11.61,12.39,06:11,17:48,65,Low,76.7,116.86,13.38,14.38,12.38,46.19,7.98,33.31,10.84,NE,14.76,Summer,Clear,2023,3,1,Wednesday
02-03-2023,Mumbai,27.89,18.56,23.22,11.63,12.37,06:11,17:48,91,Low,94.71,156.14,12.72,13.72,11.72,66.21,9.93,56.55,8.22,SW,9.52,Summer,Clear,2023,3,2,Thursday
05-03-2023,Mumbai,25.31,17.62,21.47,11.69,12.31,06:09,17:50,79,Low,83.56,127.48,13.03,14.03,12.03,56.25,7.43,43.37,6.13,SW,11.94,Summer,Clear,2023,3,5,Sunday
08-03-2023,Mumbai,32.28,19.95,26.12,11.74,12.26,06:07,17:52,80,Low,91.96,157.93,13,14,12,51.68,8.09,61.98,13.85,SE,16.38,Summer,Clear,2023,3,8,Wednesday
09-03-2023,Mumbai,28.61,15.92,22.26,11.76,12.24,06:07,17:52,122,Moderate,112.56,176.54,11.95,12.95,10.95,42.51,10.49,37.41,15.98,SW,8.92,Summer,Clear,2023,3,9,Thursday
12-03-2023,Mumbai,33.07,21.59,27.33,11.81,12.19,06:05,17:54,80,Low,92.3,177.65,13,14,12,69.26,10.78,38.85,5.59,W,9.79,Summer,Clear,2023,3,12,Sunday
14-03-2023,Mumbai,32.06,24.25,28.15,11.85,12.15,06:04,17:55,49,Low,46.25,82.51,13.78,14.78,12.78,27.84,10.7,57.9,19.57,SW,0.68,Summer,Clear,2023,3,14,Tuesday
18-03-2023,Mumbai,34.44,19.74,27.09,11.93,12.07,06:02,17:57,96,Low,107.58,206.81,12.6,13.6,11.6,45.78,7.92,31.48,6.81,NE,16.58,Summer,Clear,2023,3,18,Saturday
20-03-2023,Mumbai,25.77,21.96,23.87,11.96,12.04,06:01,17:58,49,Low,60.59,112.84,13.78,14.78,12.78,57.44,8.28,51.58,14.39,SE,6.31,Summer,Clear,2023,3,20,Monday
25-03-2023,Mumbai,33.86,21.16,27.51,12.06,11.94,05:58,18:01,54,Low,50.97,77.07,13.65,14.65,12.65,41.74,10.76,64.99,16.98,NE,0.43,Summer,Clear,2023,3,25,Saturday
28-03-2023,Mumbai,34.98,18.51,26.74,12.11,11.89,05:56,18:03,93,Low,99.05,168.48,12.68,13.68,11.68,69.05,10.07,64.95,11.27,NW,12.55,Summer,Clear,2023,3,28,Tuesday
30-03-2023,Mumbai,29.21,22.38,25.79,12.15,11.85,05:55,18:04,46,Low,51.49,80.08,13.85,14.85,12.85,24.02,7.17,41.85,5.27,NE,5.74,Summer,Clear,2023,3,30,Thursday
03-04-2023,Mumbai,34.88,19.28,27.08,12.22,11.78,05:53,18:06,55,Low,64.59,118.83,13.62,14.62,12.62,15.36,8.67,61.45,18.19,SE,19,Summer,Clear,2023,4,3,Monday
07-04-2023,Mumbai,34.45,19.67,27.06,12.3,11.7,05:51,18:08,93,Low,85.21,134.93,12.68,13.68,11.68,48.98,9.43,67.71,12.69,E,4.63,Summer,Clear,2023,4,7,Friday
11-04-2023,Mumbai,27.31,16.77,22.04,12.37,11.63,05:48,18:11,51,Low,49.84,79.41,13.72,14.72,12.72,68.15,10.54,32.31,18.92,E,7,Summer,Clear,2023,4,11,Tuesday
12-04-2023,Mumbai,34.95,16.74,25.84,12.39,11.61,05:48,18:11,66,Low,65.66,123.39,13.35,14.35,12.35,23.47,7.9,62.63,13.05,SW,3.08,Summer,Clear,2023,4,12,Wednesday
17-04-2023,Mumbai,30.93,20.8,25.87,12.47,11.53,05:45,18:14,33,Low,38.23,74.13,14.18,15.18,13.18,67.34,10.45,65.55,17.14,NW,2.59,Summer,Clear,2023,4,17,Monday
18-04-2023,Mumbai,31.55,20.51,26.03,12.49,11.51,05:45,18:14,34,Low,37.83,64.47,14.15,15.15,13.15,39.75,7.32,58.94,8.3,NE,5.2,Summer,Clear,2023,4,18,Tuesday
20-04-2023,Mumbai,31.83,15.76,23.8,12.52,11.48,05:44,18:15,100,Low,106.61,186.31,12.5,13.5,11.5,30.87,9.71,62.99,13.49,S,11.85,Summer,Clear,2023,4,20,Thursday
21-04-2023,Mumbai,27.67,23.79,25.73,12.54,11.46,05:43,18:16,107,Moderate,101.77,186.16,12.32,13.32,11.32,60.22,9.79,58.33,15.2,N,17.35,Summer,Clear,2023,4,21,Friday
24-04-2023,Mumbai,31.19,22.53,26.86,12.59,11.41,05:42,18:17,46,Low,44.27,85.91,13.85,14.85,12.85,17.73,8.34,63.03,16.15,E,0.58,Summer,Clear,2023,4,24,Monday
01-05-2023,Mumbai,26.61,23.18,24.89,12.7,11.3,05:38,18:21,84,Low,104.89,183.95,12.9,13.9,11.9,68.87,9.53,54.68,8.9,E,5.74,Summer,Clear,2023,5,1,Monday
17-05-2023,Mumbai,31.34,20.4,25.87,12.93,11.07,05:32,18:27,103,Moderate,100.19,155.64,12.43,13.43,11.43,30.51,9.53,68.52,18.98,E,10.83,Summer,Clear,2023,5,17,Wednesday
18-05-2023,Mumbai,26.03,24.37,25.2,12.94,11.06,05:31,18:28,81,Low,91.91,140.98,12.97,13.97,11.97,44.93,8.38,32.69,14.31,N,14.16,Summer,Clear,2023,5,18,Thursday
20-05-2023,Mumbai,25.46,23.72,24.59,12.96,11.04,05:31,18:28,120,Moderate,117.61,233.4,12,13,11,11.48,7.09,60.33,9.85,E,2.6,Summer,Clear,2023,5,20,Saturday
22-05-2023,Mumbai,29.89,22.7,26.3,12.98,11.02,05:30,18:29,80,Low,91.5,157.64,13,14,12,37.08,7.65,47.05,16.92,S,19.94,Summer,Clear,2023,5,22,Monday
06-06-2023,Mumbai,31.94,17.21,24.57,13.11,10.89,05:26,18:33,37,Low,37.41,68.85,14.07,15.07,13.07,66.04,3.16,93.53,19.15,S,90.99,Monsoon,Rainy,2023,6,6,Tuesday
08-06-2023,Mumbai,29.2,21.39,25.29,13.12,10.88,05:26,18:33,72,Low,65.78,107.69,13.2,14.2,12.2,69.2,2.07,91.82,5.47,E,111.4,Monsoon,Rainy,2023,6,8,Thursday
18-06-2023,Mumbai,31.52,18.69,25.1,13.15,10.85,05:25,18:34,117,Moderate,107.79,187.19,12.07,13.07,11.07,91.06,2.91,91.06,17.67,W,77.83,Monsoon,Rainy,2023,6,18,Sunday
24-06-2023,Mumbai,32.61,21.26,26.94,13.15,10.85,05:25,18:34,45,Low,41.81,63.4,13.88,14.88,12.88,79.26,0.95,88.9,6.88,N,142.5,Monsoon,Rainy,2023,6,24,Saturday
28-06-2023,Mumbai,31.86,19.3,25.58,13.14,10.86,05:25,18:34,39,Low,48.05,83.88,14.03,15.03,13.03,91.9,1.53,73.07,11.83,NE,137.3,Monsoon,Rainy,2023,6,28,Wednesday
02-07-2023,Mumbai,25.12,15.72,20.42,13.13,10.87,05:26,18:33,64,Low,65.32,113.66,13.4,14.4,12.4,94.4,2.94,85.85,5.59,N,93.75,Monsoon,Rainy,2023,7,2,Sunday
04-07-2023,Mumbai,29.81,16.05,22.93,13.12,10.88,05:26,18:33,43,Low,51.78,103.22,13.93,14.93,12.93,88.1,2.28,83.54,5.15,E,124.83,Monsoon,Rainy,2023,7,4,Tuesday
12-07-2023,Mumbai,28.26,20.18,24.22,13.07,10.93,05:27,18:32,30,Low,37.91,63.51,14.25,15.25,13.25,65.31,3.84,76.91,15.34,NE,61.79,Monsoon,Rainy,2023,7,12,Wednesday
18-07-2023,Mumbai,33.01,17,25,13.02,10.98,05:29,18:30,44,Low,45.07,69.97,13.9,14.9,12.9,97.45,0.76,65.95,13.12,NE,155.97,Monsoon,Storm,2023,7,18,Tuesday
19-07-2023,Mumbai,32.09,23.71,27.9,13.01,10.99,05:29,18:30,85,Low,94.27,179.19,12.88,13.88,11.88,95.79,2.24,67.4,17.26,SW,172.22,Monsoon,Storm,2023,7,19,Wednesday
28-07-2023,Mumbai,29.52,21.44,25.48,12.91,11.09,05:32,18:27,63,Low,77.38,144.37,13.43,14.43,12.43,66.38,5.36,72.41,8.29,SW,59.05,Monsoon,Rainy,2023,7,28,Friday
29-07-2023,Mumbai,34.76,18.37,26.56,12.89,11.11,05:33,18:26,46,Low,46.39,87.9,13.85,14.85,12.85,88.77,1.29,81.66,19.95,N,124.73,Monsoon,Rainy,2023,7,29,Saturday
30-07-2023,Mumbai,34.75,21.5,28.13,12.88,11.12,05:33,18:26,39,Low,47.96,88.25,14.03,15.03,13.03,78.5,3.2,72.73,15.91,SE,54.6,Monsoon,Rainy,2023,7,30,Sunday
02-08-2023,Mumbai,32.43,19.25,25.84,12.84,11.16,05:34,18:25,67,Low,61.13,103.04,13.32,14.32,12.32,83.15,1.92,91.01,15.88,N,56.02,Monsoon,Rainy,2023,8,2,Wednesday
04-08-2023,Mumbai,29.87,23.73,26.8,12.81,11.19,05:35,18:24,98,Low,111.06,190.01,12.55,13.55,11.55,68.43,4.11,92.37,14.47,SW,138.85,Monsoon,Rainy,2023,8,4,Friday
07-08-2023,Mumbai,32.33,16.32,24.32,12.77,11.23,05:36,18:23,80,Low,94.42,184.55,13,14,12,67.24,5.27,94.14,12.38,S,85.63,Monsoon,Rainy,2023,8,7,Monday
09-08-2023,Mumbai,27.47,23.71,25.59,12.74,11.26,05:37,18:22,63,Low,70.08,123.15,13.43,14.43,12.43,75.64,3.51,69.91,8.87,W,138.94,Monsoon,Rainy,2023,8,9,Wednesday
20-08-2023,Mumbai,31.57,18.25,24.91,12.57,11.43,05:42,18:17,108,Moderate,99.61,155.94,12.3,13.3,11.3,62.94,1.85,72.08,12.8,SW,118.07,Monsoon,Rainy,2023,8,20,Sunday
26-08-2023,Mumbai,28.37,23.29,25.83,12.46,11.54,05:46,18:13,67,Low,68.78,111.72,13.32,14.32,12.32,66.7,1.18,70.01,16.05,W,156.02,Monsoon,Storm,2023,8,26,Saturday
01-09-2023,Mumbai,31.64,19.75,25.69,12.36,11.64,05:49,18:10,103,Moderate,105.98,201.65,12.43,13.43,11.43,64.48,2.35,71.18,5.86,NE,180.24,Monsoon,Storm,2023,9,1,Friday
02-09-2023,Mumbai,30.31,24.37,27.34,12.34,11.66,05:49,18:10,31,Low,33.54,52.36,14.22,15.22,13.22,80.29,0.72,74.48,7.23,N,190.08,Monsoon,Storm,2023,9,2,Saturday
05-09-2023,Mumbai,34.87,24.65,29.76,12.29,11.71,05:51,18:08,30,Low,30.44,60.16,14.25,15.25,13.25,80.62,2.07,78.64,15,E,180.19,Monsoon,Storm,2023,9,5,Tuesday
14-09-2023,Mumbai,26.4,15.3,20.85,12.12,11.88,05:56,18:03,49,Low,57.71,106.91,13.78,14.78,12.78,63.76,4.36,94.1,11.66,SE,151.01,Monsoon,Storm,2023,9,14,Thursday
18-09-2023,Mumbai,33.68,16.77,25.23,12.05,11.95,05:58,18:01,100,Low,92.34,177.2,12.5,13.5,11.5,84.71,3.21,79.92,13.56,NW,152.49,Monsoon,Storm,2023,9,18,Monday
19-09-2023,Mumbai,25.3,24.31,24.81,12.03,11.97,05:59,18:00,79,Low,92.06,169.23,13.03,14.03,12.03,86.05,0.92,76.82,14.87,N,148.83,Monsoon,Rainy,2023,9,19,Tuesday
23-09-2023,Mumbai,34.99,15.48,25.24,11.95,12.05,06:01,17:58,125,Moderate,117.95,200.92,11.88,12.88,10.88,89.54,3.24,82.01,11.06,NE,167.36,Monsoon,Storm,2023,9,23,Saturday
28-09-2023,Mumbai,28.27,21.68,24.97,11.86,12.14,06:04,17:55,106,Moderate,102.71,193.2,12.35,13.35,11.35,64.81,3.72,89.54,5.09,NE,115.34,Monsoon,Rainy,2023,9,28,Thursday
01-10-2023,Mumbai,28.25,18.66,23.46,11.81,12.19,06:05,17:54,60,Low,65.66,121.31,13.5,14.5,12.5,74.93,1.28,72.13,6.1,NE,117.3,Monsoon,Rainy,2023,10,1,Sunday
03-10-2023,Mumbai,31.03,21.68,26.36,11.77,12.23,06:06,17:53,78,Low,85.75,148.5,13.05,14.05,12.05,79.17,0.68,80.57,10.12,SE,179.5,Monsoon,Storm,2023,10,3,Tuesday
05-10-2023,Mumbai,28.8,18.99,23.9,11.73,12.27,06:08,17:51,80,Low,82.22,145.26,13,14,12,88.72,3.47,89.39,5.27,NE,164.73,Monsoon,Storm,2023,10,5,Thursday
08-10-2023,Mumbai,26.96,15.08,21.02,11.68,12.32,06:09,17:50,77,Low,88.27,172.04,13.07,14.07,12.07,97.38,1.65,66.81,6.52,SW,189.06,Monsoon,Storm,2023,10,8,Sunday
14-10-2023,Mumbai,29.86,17.57,23.71,11.57,12.43,06:12,17:47,57,Low,55.64,92.01,13.57,14.57,12.57,84.41,2.75,74.34,9.09,W,130.87,Monsoon,Rainy,2023,10,14,Saturday
17-10-2023,Mumbai,29.14,16.22,22.68,11.52,12.48,06:14,17:45,39,Low,46.3,85.22,14.03,15.03,13.03,64.28,3.84,86.27,8.85,SE,128.77,Monsoon,Rainy,2023,10,17,Tuesday
18-10-2023,Mumbai,34.63,19.84,27.23,11.5,12.5,06:14,17:45,83,Low,102.54,182.02,12.93,13.93,11.93,84.06,3.06,93.54,18.26,NE,144.97,Monsoon,Rainy,2023,10,18,Wednesday
20-10-2023,Mumbai,27.28,17.12,22.2,11.47,12.53,06:15,17:44,89,Low,84.99,144.95,12.78,13.78,11.78,69.47,4.9,75.6,9.12,W,185,Monsoon,Storm,2023,10,20,Friday
22-10-2023,Mumbai,33.23,19.24,26.23,11.43,12.57,06:17,17:42,88,Low,90.08,139.42,12.8,13.8,11.8,66.72,4.68,82.6,17.94,NW,117.77,Monsoon,Rainy,2023,10,22,Sunday
24-10-2023,Mumbai,27.17,15.96,21.56,11.4,12.6,06:17,17:42,31,Low,32.13,58.5,14.22,15.22,13.22,75.64,2.38,71.96,12.45,NW,132,Monsoon,Rainy,2023,10,24,Tuesday
26-10-2023,Mumbai,34.88,16.36,25.62,11.37,12.63,06:18,17:41,85,Low,92.56,157.56,12.88,13.88,11.88,99.65,0.99,85.77,6.56,NW,157.64,Monsoon,Storm,2023,10,26,Thursday
27-10-2023,Mumbai,32.24,20.78,26.51,11.35,12.65,06:19,17:40,45,Low,54.67,84.18,13.88,14.88,12.88,72.93,1.28,70.76,10.32,NW,184.13,Monsoon,Storm,2023,10,27,Friday
03-11-2023,Mumbai,25.69,20.19,22.94,11.24,12.76,06:22,17:37,31,Low,36.09,68.57,14.22,15.22,13.22,86.04,2.2,91.4,9.87,SW,131,Monsoon,Rainy,2023,11,3,Friday
05-11-2023,Mumbai,28.33,21.69,25.01,11.21,12.79,06:23,17:36,115,Moderate,119.47,218.74,12.12,13.12,11.12,62.41,3.81,78.96,19.36,NE,159.6,Monsoon,Storm,2023,11,5,Sunday
06-11-2023,Mumbai,26.75,21.9,24.33,11.2,12.8,06:24,17:35,39,Low,48.08,85.01,14.03,15.03,13.03,73.9,2.59,87.68,16.93,NW,117.56,Monsoon,Rainy,2023,11,6,Monday
15-11-2023,Mumbai,34.27,17.35,25.81,11.08,12.92,06:27,17:32,72,Low,65.94,103.93,13.2,14.2,12.2,93.68,2.16,81.2,14.35,S,189.05,Monsoon,Storm,2023,11,15,Wednesday
16-11-2023,Mumbai,25.89,22.55,24.22,11.07,12.93,06:27,17:32,42,Low,41.49,79.38,13.95,14.95,12.95,72.13,1.39,66.08,10.4,S,156.31,Monsoon,Storm,2023,11,16,Thursday
18-11-2023,Mumbai,25.88,24.37,25.12,11.05,12.95,06:28,17:31,73,Low,79.84,131.96,13.18,14.18,12.18,80.63,3.36,83.02,12.45,W,117.08,Monsoon,Rainy,2023,11,18,Saturday
20-11-2023,Mumbai,34.92,23.51,29.22,11.02,12.98,06:29,17:30,40,Low,48.77,95.84,14,15,13,95.12,3.2,76.42,17.09,SW,172.62,Monsoon,Storm,2023,11,20,Monday
24-11-2023,Mumbai,32.9,18.05,25.47,10.98,13.02,06:30,17:29,31,Low,37.28,63.44,14.22,15.22,13.22,99.02,2.52,75.38,17.34,N,154.24,Monsoon,Storm,2023,11,24,Friday
25-11-2023,Mumbai,26.33,23.62,24.97,10.97,13.03,06:30,17:29,110,Moderate,113.05,197.1,12.25,13.25,11.25,80.1,1.8,70.25,7.2,N,164.72,Monsoon,Storm,2023,11,25,Saturday
28-11-2023,Mumbai,28.68,15.68,22.18,10.95,13.05,06:31,17:28,35,Low,32.32,50.67,14.12,15.12,13.12,77.3,1.54,93.97,12.59,E,132.43,Monsoon,Rainy,2023,11,28,Tuesday
29-11-2023,Mumbai,29.4,16.06,22.73,10.94,13.06,06:31,17:28,86,Low,87.67,140.98,12.85,13.85,11.85,62.45,4.9,69.56,11.9,W,147.53,Monsoon,Rainy,2023,11,29,Wednesday
30-11-2023,Mumbai,25.58,24.95,25.27,10.93,13.07,06:32,17:27,38,Low,35.2,65.03,14.05,15.05,13.05,64.86,2.52,69.27,6.52,SE,85.88,Monsoon,Rainy,2023,11,30,Thursday
01-12-2023,Mumbai,31.92,15.62,23.77,10.92,13.08,06:32,17:27,79,Low,75.85,151.57,13.03,14.03,12.03,47.43,3.64,42.25,11.39,S,12.3,Winter,Clear,2023,12,1,Friday
03-12-2023,Mumbai,26.31,23.87,25.09,10.91,13.09,06:32,17:27,64,Low,70.48,112.58,13.4,14.4,12.4,54.02,4.85,63.1,5.17,S,8.28,Winter,Clear,2023,12,3,Sunday
09-12-2023,Mumbai,29.16,19.81,24.49,10.88,13.12,06:33,17:26,32,Low,31.73,51.71,14.2,15.2,13.2,22.91,1.06,51.41,8.62,N,2.74,Winter,Clear,2023,12,9,Saturday
13-12-2023,Mumbai,34.76,23.02,28.89,10.86,13.14,06:34,17:25,96,Low,116.36,202.93,12.6,13.6,11.6,60.66,1.49,48.18,12.32,S,10.96,Winter,Clear,2023,12,13,Wednesday
18-12-2023,Mumbai,26.5,18.25,22.37,10.85,13.15,06:34,17:25,87,Low,96.36,167.48,12.82,13.82,11.82,57.1,5.46,48.38,19.33,S,7.89,Winter,Clear,2023,12,18,Monday
19-12-2023,Mumbai,32.87,18.15,25.51,10.85,13.15,06:34,17:25,80,Low,91.93,158.01,13,14,12,64.11,3.31,31.54,14.56,S,16.82,Winter,Clear,2023,12,19,Tuesday
26-12-2023,Mumbai,31.59,23.95,27.77,10.86,13.14,06:34,17:25,71,Low,87.3,157.75,13.22,14.22,12.22,54.25,3.56,36.01,15.2,W,10.37,Winter,Clear,2023,12,26,Tuesday
28-12-2023,Mumbai,25.42,15.85,20.63,10.86,13.14,06:34,17:25,77,Low,94.47,145.11,13.07,14.07,12.07,54.25,2.77,68.26,9.45,NE,0.24,Winter,Clear,2023,12,28,Thursday
01-01-2024,Mumbai,28.5,22.75,25.62,10.87,13.13,06:33,17:26,76,Low,89.52,142.57,13.1,14.1,12.1,55.86,2.33,56.41,5.31,NW,1.97,Winter,Clear,2024,1,1,Monday
03-01-2024,Mumbai,25.82,24.68,25.25,10.88,13.12,06:33,17:26,55,Low,56.59,106.65,13.62,14.62,12.62,17.28,4.08,38.23,16.62,SE,7.64,Winter,Clear,2024,1,3,Wednesday
07-01-2024,Mumbai,31.44,20.3,25.87,10.91,13.09,06:32,17:27,35,Low,33.78,67.02,14.12,15.12,13.12,46.11,3.91,69.2,16.22,S,5.86,Winter,Clear,2024,1,7,Sunday
13-01-2024,Mumbai,33.12,21.56,27.34,10.95,13.05,06:31,17:28,44,Low,41.53,69.32,13.9,14.9,12.9,35.92,3.2,44.89,14.19,NE,4.49,Winter,Clear,2024,1,13,Saturday
16-01-2024,Mumbai,34.43,17.41,25.92,10.98,13.02,06:30,17:29,43,Low,40.94,65.44,13.93,14.93,12.93,58.96,5.31,41.44,17.7,E,12.92,Winter,Clear,2024,1,16,Tuesday
17-01-2024,Mumbai,34.19,17.52,25.86,10.99,13.01,06:30,17:29,103,Moderate,97.95,169.49,12.43,13.43,11.43,49.37,1.89,61.06,13.18,E,14.57,Winter,Clear,2024,1,17,Wednesday
26-01-2024,Mumbai,34.85,24.37,29.61,11.09,12.91,06:27,17:32,28,Low,33.89,53.62,14.3,15.3,13.3,22.81,3.53,62.71,17.61,NW,14.52,Winter,Clear,2024,1,26,Friday
30-01-2024,Mumbai,32.33,20.42,26.38,11.14,12.86,06:25,17:34,73,Low,83.13,145.83,13.18,14.18,12.18,62.4,4.18,57.56,16.42,S,11.3,Winter,Clear,2024,1,30,Tuesday
03-02-2024,Mumbai,26.6,19.62,23.11,11.19,12.81,06:24,17:35,31,Low,30.84,50.06,14.22,15.22,13.22,34.09,5,33.97,8.06,SW,19.84,Winter,Clear,2024,2,3,Saturday
09-02-2024,Mumbai,30.55,22.33,26.44,11.28,12.72,06:21,17:38,77,Low,85.44,136.19,13.07,14.07,12.07,10.31,4.8,52.17,5.53,SE,15.68,Winter,Clear,2024,2,9,Friday
14-02-2024,Mumbai,32.46,17.02,24.74,11.36,12.64,06:19,17:40,104,Moderate,116.23,195.72,12.4,13.4,11.4,62.6,5.98,42.22,10.52,SE,2.98,Winter,Clear,2024,2,14,Wednesday
16-02-2024,Mumbai,29.49,22.22,25.85,11.39,12.61,06:18,17:41,100,Low,109.76,197.18,12.5,13.5,11.5,10.19,4.1,57.82,10.33,E,8.25,Winter,Clear,2024,2,16,Friday
18-02-2024,Mumbai,32.94,15.93,24.44,11.42,12.58,06:17,17:42,82,Low,82.94,144.35,12.95,13.95,11.95,43.69,3.8,53.2,14.05,S,1.3,Winter,Clear,2024,2,18,Sunday
25-02-2024,Mumbai,31.76,23.05,27.41,11.54,12.46,06:13,17:46,51,Low,54.28,103.82,13.72,14.72,12.72,30.05,4.92,32.34,15.62,W,1.54,Winter,Clear,2024,2,25,Sunday
28-02-2024,Mumbai,32.89,20.17,26.53,11.6,12.4,06:12,17:47,62,Low,69.62,109.56,13.45,14.45,12.45,23.24,3.99,33.54,16.03,N,8.68,Winter,Clear,2024,2,28,Wednesday
29-02-2024,Mumbai,34.98,24.33,29.66,11.61,12.39,06:11,17:48,87,Low,87.83,150.25,12.82,13.82,11.82,34.59,5.2,34.73,10.76,E,15.71,Winter,Clear,2024,2,29,Thursday
06-03-2024,Mumbai,30.72,20.88,25.8,11.72,12.28,06:08,17:51,41,Low,46.6,78.34,13.97,14.97,12.97,59.9,8.09,30.97,12.77,W,0.52,Summer,Clear,2024,3,6,Wednesday
08-03-2024,Mumbai,27.99,24.41,26.2,11.76,12.24,06:07,17:52,56,Low,53.34,91.46,13.6,14.6,12.6,58.16,8.83,37.44,12.24,SE,16.84,Summer,Clear,2024,3,8,Friday
09-03-2024,Mumbai,26.33,15.81,21.07,11.78,12.22,06:06,17:53,88,Low,95.51,166.98,12.8,13.8,11.8,19.53,9.44,60.62,7.03,SE,14.59,Summer,Clear,2024,3,9,Saturday
11-03-2024,Mumbai,32.51,21.57,27.04,11.81,12.19,06:05,17:54,94,Low,116.1,178.15,12.65,13.65,11.65,24.82,10.63,40.47,8.74,N,5.64,Summer,Clear,2024,3,11,Monday
15-03-2024,Mumbai,27.72,22.59,25.16,11.89,12.11,06:03,17:56,57,Low,70.48,133.08,13.57,14.57,12.57,13.76,10.63,31.34,7.09,E,9.75,Summer,Clear,2024,3,15,Friday
23-03-2024,Mumbai,30.32,19.11,24.72,12.04,11.96,05:58,18:01,49,Low,61.26,119.45,13.78,14.78,12.78,43.61,10.75,68.54,5.78,NW,13.28,Summer,Clear,2024,3,23,Saturday
